19689406613	17772779639	20220802174440	2269
19536627742	18137043747	20220316154841	0351
14001437520	14153450335	20220730080804	1778
18154089269	13209621229	20221009121722	0325
14153450335	18998066695	20220820110350	1310
17696971887	13266577838	20220814030041	1189
13104107467	16466802415	20220621102249	2500
13104107467	18998066695	20220707025744	2192
19027095732	13350565591	20220602221659	0571
13209621229	18154089269	20221220125308	1333
18069051340	18998066695	20220910054500	3084
13104107467	14246219038	20221221234556	3272
13350565591	18154089269	20220816051826	1290
17375291437	18069051340	20220526233147	1649
18446070668	13104107467	20221226180307	1783
17875647896	18739005535	20220621145841	2026
13224084125	13266577838	20220307125639	1163
15733539163	13764267516	20221108103452	0688
14545593695	19935985322	20221215073148	0816
17875647896	17375291437	20220915141617	1384
16497418054	18739005535	20221226193245	0543
14545593695	15070551695	20221220122454	3404
16289849850	19508752064	20220920190910	2151
16273256313	13350565591	20221226132723	2629
14114536420	15070551695	20220109174321	3327
18069051340	17772779639	20221107154201	3057
16497418054	18188625874	20220310214652	3456
17875647896	18562615737	20220920084537	0494
13104107467	17204205762	20220204092848	1479
18069051340	16063855984	20220713013431	2689
13224084125	17696971887	20220105001527	0196
15116616990	16102209210	20220913114110	0357
15507540426	18154089269	20220929072622	1414
14607572223	14545593695	20220305234156	0264
18739005535	16608725371	20220108123727	2032
14983099009	13209621229	20221025162115	0477
18224174585	18188625874	20220305125045	0684
13224084125	14607572223	20220618181032	1508
17204205762	13104107467	20221120023706	0293
18224174585	17696971887	20220712015115	1824
18069051340	16063855984	20221121075309	2750
14114536420	19935985322	20220925115038	1810
13785877362	13764267516	20221207191604	2268
14001437520	17227494764	20220830083006	0597
13224084125	18137043747	20220727022238	1841
17309197910	15116616990	20220111193938	1644
17332523654	17765982602	20220824205022	0665
19482261837	14246219038	20221026210018	2691
15733539163	14246219038	20220322131252	1181
13209621229	13266577838	20220529035420	0537
13785877362	17102771849	20220202053437	2522
18446070668	17332523654	20221208192516	1603
17875647896	18748616334	20221217085932	0923
19027095732	15070551695	20220510154025	1433
19935985322	17696971887	20220826083512	0051
14246219038	13224084125	20220527082340	3037
19536627742	17894430570	20221101100234	1274
17332523654	14607572223	20220824123636	0563
17696971887	13715775095	20221024205500	0163
18748616334	15733539163	20220529023224	3585
18998066695	14545593695	20220118234052	2553
18137043747	16063855984	20220427060542	1587
13224084125	13715775095	20220422111808	2469
13764267516	14147690211	20220217145652	0227
15733539163	16273256313	20220720194427	2292
17894430570	14147690211	20220217080358	2387
15779337334	17696971887	20221207111342	0542
18748616334	17102771849	20220919183915	3575
18137043747	19509192781	20220518083343	1516
18188625874	18224174585	20220326182453	2743
14983099009	19508752064	20220730195325	3135
14114536420	18069051340	20221213113245	1470
18137043747	18069051340	20220607002216	0594
14153450335	13935324629	20220630182315	1378
19027095732	17227494764	20220503171858	3046
18188625874	13266577838	20221231173119	3006
13350565591	19536627742	20220417173417	1020
13209621229	19935985322	20220609053927	1519
19536627742	17204205762	20220717092030	3323
18748616334	15116616990	20220810125145	0291
18154089269	16102209210	20220703074453	3536
18739005535	18137043747	20220522184345	2579
17375291437	16608725371	20220615151821	0342
18739005535	14983099009	20220728163709	2471
13935324629	16102209210	20220415011537	1503
15070551695	13715775095	20220309200503	2465
16273256313	13266577838	20221003081620	0429
15116616990	13209621229	20220702152734	3396
18998066695	17102771849	20220120130517	1505
16273256313	18154089269	20220507145721	3589
17756464290	13715775095	20220719041503	3501
16273256313	14545593695	20220503224539	1200
15116616990	18224174585	20220219040951	0341
13764267516	19536627742	20220619035256	3181
19508752064	14001437520	20220704032013	0614
19935985322	13935324629	20220427225219	3092
18224174585	13104107467	20220131044301	2543
13350565591	13715775095	20220406140932	2038
18748616334	13266577838	20221219155055	2101
19509192781	14983099009	20220901081928	0325
17696971887	19536627742	20220817051256	0595
18739005535	16063855984	20220805080404	0199
17375291437	15116616990	20220312162927	0627
14545593695	17696971887	20220613042336	2746
14983099009	15507540426	20221005231812	1818
14246219038	18224174585	20220605121453	1434
13209621229	18998066695	20221024151419	0212
14001437520	18224174585	20221108194640	0402
17227494764	17696971887	20221013014002	0163
17332523654	16063855984	20221014004857	0826
16466802415	14001437520	20220601030407	1895
18224174585	13764267516	20220415001651	1688
14153450335	13764267516	20220102020526	0627
16102209210	14545593695	20220603144941	2867
13715775095	16466802415	20220815035110	2817
19935985322	13764267516	20220611221439	1910
14114536420	15779337334	20221108065946	3375
19027095732	14545593695	20221227162626	3217
13209621229	19536627742	20220628163841	3539
17742677428	16608725371	20221224160617	2997
18562615737	18739005535	20220626093518	3194
17227494764	18224174585	20220507173501	1688
18069051340	15779337334	20220103171656	0823
14246219038	13209621229	20220103014841	2422
14114536420	18188625874	20220711231519	2050
14545593695	16063855984	20220911101425	2792
17696971887	13224084125	20220710123902	0676
13715775095	15507540426	20220318025707	1280
19027095732	17894430570	20220919101210	1373
14983099009	16466802415	20220225222322	3305
18748616334	17227494764	20220613050803	3220
18069051340	13785877362	20220306131849	1095
17742677428	17332523654	20220127062036	0386
15437102507	16289849850	20220716142540	0928
18562615737	13224084125	20220324124247	1207
17227494764	17696971887	20221225101241	3271
13764267516	14147690211	20220110161550	2891
16497418054	17894430570	20220124032205	2705
17332523654	15733539163	20220720175035	1037
18748616334	18069051340	20220110111746	1306
15116616990	19689406613	20220602163942	0037
16466802415	13266577838	20221112202200	1124
15733539163	17332523654	20220202134055	0621
17309197910	13785877362	20220828033910	1540
17772779639	17204205762	20220709225537	1696
17765982602	19027095732	20220513070627	2996
19536627742	17756464290	20220718032435	0519
13715775095	14114536420	20220125035325	2718
14114536420	17375291437	20220511093728	0302
18069051340	14001437520	20220812021947	0987
13350565591	17332523654	20220822151911	0954
14607572223	19482261837	20220801233118	0899
17742677428	15437102507	20220527112437	2580
